alpha,budget,budget_pct,seed,obs_gradient,allocation_ratio,error_base_tail,error_corr_tail,delta_tail,delta_bulk,effectiveness,audits_tail,audits_bulk
0.1,200,10.0,0,0.32631674449633086,1.1926217495078186,0.49700598802395207,0.49700598802395207,0.0,0.0,0.0,57,143
0.1,200,10.0,1,0.3406579380764163,1.0169033130492047,0.5064655172413793,0.49353448275862066,0.012931034482758674,0.0013020833333333426,9.9310337200552,47,153
0.1,200,10.0,2,0.33642617206876646,1.5682882657838253,0.5292887029288703,0.5292887029288703,0.0,0.0,0.0,66,134
0.1,200,10.0,3,0.3308028578466534,1.332431823303869,0.4846743295019157,0.4846743295019157,0.0,0.0,0.0,64,136
0.1,200,10.0,4,0.3303571428571429,1.346354758119295,0.5212355212355212,0.5212355212355212,0.0,0.0,0.0,64,136
0.1,200,10.0,5,0.3271848979317755,1.6676173191597181,0.5,0.5,0.0,0.0,0.0,67,133
0.1,200,10.0,6,0.3203631921479704,1.3982009339099302,0.47024952015355087,0.47024952015355087,0.0,0.0,0.0,66,134
0.1,200,10.0,7,0.3419156031106245,1.372233692965183,0.4701195219123506,0.5298804780876494,-0.05976095617529875,0.014686248331108154,-4.069177806410665,63,137
0.1,200,10.0,8,0.31923258348379124,1.3259868187936805,0.5359223300970873,0.5359223300970873,0.0,0.0,0.0,63,137
0.1,200,10.0,9,0.3398781658744924,1.4658615471349066,0.49105367793240556,0.49105367793240556,0.0,0.0,0.0,66,134
0.1,500,25.0,0,0.32631674449633086,1.1520504696975704,0.49700598802395207,0.49700598802395207,0.0,0.0,0.0,139,361
0.1,500,25.0,1,0.3406579380764163,1.4872563718138694,0.5064655172413793,0.49353448275862066,0.012931034482758674,0.0013020833333333426,9.9310337200552,155,345
0.1,500,25.0,2,0.33642617206876646,1.4039405303073962,0.5292887029288703,0.5292887029288703,0.0,0.0,0.0,153,347
0.1,500,25.0,3,0.3308028578466534,1.3945788299878181,0.4846743295019157,0.4846743295019157,0.0,0.0,0.0,165,335
0.1,500,25.0,4,0.3303571428571429,1.4870263228923972,0.5212355212355212,0.5212355212355212,0.0,0.0,0.0,171,329
0.1,500,25.0,5,0.3271848979317755,1.5152307228307766,0.5,0.5,0.0,0.0,0.0,157,343
0.1,500,25.0,6,0.3203631921479704,1.2166163970385107,0.47024952015355087,0.47024952015355087,0.0,0.0,0.0,150,350
0.1,500,25.0,7,0.3419156031106245,1.315739922155583,0.4701195219123506,0.5298804780876494,-0.05976095617529875,0.014686248331108154,-4.069177806410665,153,347
0.1,500,25.0,8,0.31923258348379124,1.3946875630201911,0.5359223300970873,0.5359223300970873,0.0,0.0,0.0,163,337
0.1,500,25.0,9,0.3398781658744924,1.5195413620991072,0.49105367793240556,0.49105367793240556,0.0,0.0,0.0,169,331
